Case Number,Month_classifier,Year_classified,Type_classified,Country_classified,Area,Location,Activity_classified,Sex_classified,Investigator or Source,pdf,href formula,href,Case Number.1,Case Number.2,original order,Fatal_classified
1946.08.18,August,1946,Unprovoked,Australia,Queensland,"Ellis Beach, 20 miles from Cairns",Swimming,M,"G.P. Whitley (1951), p.193;V.M. Coppleson (1958), pp.87-88 & 239; A. Sharpe, p.97",1946.08.18-Collin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.08.18-Collin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.08.18-Collin.pdf,1946.08.18,1946.08.18,1708.0,Yes
1946.07.18.b,July,1946,Unprovoked,Iran,Khuzestan Province,"Dorquain, on the Karun River",Fishing,M,"A. Anderson, M.D. / Lt. Col. R.S. Hunt, Royal Army Medical Corp, p.84 ",1946.07.18.b-Khodadad.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.07.18.b-Khodadad.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.07.18.b-Khodadad.pdf,1946.07.18.b,1946.07.18.b,1707.0,No
1946.07.18.a,July,1946,Unprovoked,Iran,Khuzestan Province,"Ahvaz, on the Karun River, 275 km from the sea",Swimming,M,"A. Anderson, M.D. / Lt. Col. R.S. Hunt , p.84",1946.07.18.a-Mehdi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.07.18.a-Mehdi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.07.18.a-Mehdi.pdf,1946.07.18.a,1946.07.18.a,1706.0,No
1946.06.28,June,1946,Unprovoked,India,Not specified,Chennai,Bathing,M,"Indian Express, 6/30/1946",1946.06.28-Murugesan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.06.28-Murugesan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.06.28-Murugesan.pdf,1946.06.28,1946.06.28,1705.0,No
1946.05.09,May,1946,Unprovoked,Tanzania,Dar-es-Salaam ,Dar-es-Salaam harbor,Swimming,M,"Star, 5/20/1946",1946.05.09-Svendson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.05.09-Svendson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.05.09-Svendson.pdf,1946.05.09,1946.05.09,1704.0,No
1946.04.19,April,1946,Unprovoked,Australia,Queensland,"Trinity Beach, Cairns",Swimming,M,"J. Croucher; G.P. Whitley (1951), p.193; V.M. Coppleson (1958), p.87 ",1946.04.19-McAuliffe.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.04.19-McAuliffe.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.04.19-McAuliffe.pdf,1946.04.19,1946.04.19,1703.0,Yes
1946.04.00,April,1946,Something in a boat activitie,Australia,South Australia,Port Newby,Fishing,No specified,"V.M. Coppleson (1958), p.184",1946.04.00-boat-Nardelli.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.04.00-boat-Nardelli.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.04.00-boat-Nardelli.pdf,1946.04.00,1946.04.00,1702.0,No
1946.03.20,March,1946,Something in a boat activitie,Australia,South Australia,Grange,Fishing,M,"Sydney Morning Herald, 3/22/1946",1946.03.20-Leverenz.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.03.20-Leverenz.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.03.20-Leverenz.pdf,1946.03.20,1946.03.20,1701.0,No
1946.02.16,February,1946,Unprovoked,South Africa,KwaZulu-Natal,"South Beach, Durban",Treading,M,"M. Levine, GSAF ",1946.02.16-Tomson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.02.16-Tomson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.02.16-Tomson.pdf,1946.02.16,1946.02.16,1700.0,No
1946.02.10.b,February,1946,Unprovoked,Australia,Western Australia,"City Beach, Perth",Standing,M,"West Australian, 2/11/1946, p.6; G.P. Whitley (1951), p.193; V.M. Coppleson (1958), pp.111 & 245; A. Sharpe, pp.130-131; H. Edwards, p.133-134",1946.02.10.b-Sunderland.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.02.10.b-Sunderland.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.02.10.b-Sunderland.pdf,1946.02.10.b,1946.02.10.b,1699.0,No
1946.02.10.a,February,1946,Unprovoked,South Africa,KwaZulu-Natal,"Battery Beach, Durban",Swimming,M,"J.R. Varma, M. Levine, GSAF ",1946.02.10.a-Varma.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.02.10.a-Varma.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.02.10.a-Varma.pdf,1946.02.10.a,1946.02.10.a,1698.0,No
1946.01.24.b,January,1946,Unprovoked,South Africa,KwaZulu-Natal,"Battery Beach, Durban",Treading,M,"B. Gibson, M. Levine, GSAF",1946.01.24.b-Gibson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.01.24.b-Gibson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.01.24.b-Gibson.pdf,1946.01.24.b,1946.01.24.b,1697.0,No
1946.01.24.a,January,1946,Unprovoked,South Africa,KwaZulu-Natal,"Battery Beach, Durban",Swimming,M,"J. R. Varma; M. Levine, GSAF",1946.01.24.a-Manduray.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.01.24.a-Manduray.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.01.24.a-Manduray.pdf,1946.01.24.a,1946.01.24.a,1696.0,No
1946.01.17,January,1946,Unprovoked,Australia,Queensland,Townsville,not specified,M,"G.P. Whitley (1951), p.193; V.M. Coppleson (1958), p.239",1946.01.17-Vaughan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.01.17-Vaughan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.01.17-Vaughan.pdf,1946.01.17,1946.01.17,1695.0,No
1946.01.07,January,1946,Unprovoked,South Africa,Western Cape Province,False Bay,Jumping,M,"M. Hoffman, M. Levine, GSAF",1946.01.07-Hoffman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.01.07-Hoffman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.01.07-Hoffman.pdf,1946.01.07,1946.01.07,1694.0,No
1946.01.05,January,1946,Unprovoked,Australia,New South Wales,"Oatley Bay near Como, Georges River",Swimming,F,"G.P. Whitley (1951), p.193; V.M. Coppleson (1958), p.69; A. Sharpe, pp.91-92",1946.01.05-Tegel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.01.05-Tegel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.01.05-Tegel.pdf,1946.01.05,1946.01.05,1693.0,Yes
1946.01.01,January,1946,Unprovoked,South Africa,Eastern Cape Province,"Pollock Beach, Port Elizabeth",Bodysurfing,M,"N. Redfern, M. Levine, GSAF",1946.01.01-Redfern.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.01.01-Redfern.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.01.01-Redfern.pdf,1946.01.01,1946.01.01,1692.0,No
1946.00.00.c,no record,1946,Something in a boat activitie,South Africa,Western Cape Province,Plettenberg Bay,not specified,No specified,"T. Wallett, p.27",1946.00.00.c-PlettenburgBay.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.00.00.c-PlettenburgBay.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.00.00.c-PlettenburgBay.pdf,1946.00.00.c,1946.00.00.c,1691.0,No
1946.00.00.b,no record,1946,Something in a boat activitie,South Africa,Western Cape Province,Table Bay,not specified,No specified,"T. Wallett, p.27",1946.00.00.b-Table Bay.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.00.00.b-Table Bay.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.00.00.b-Table Bay.pdf,1946.00.00.b,1946.00.00.b,1690.0,No
1946.00.00.a,no record,1946,Unprovoked,Persian Gulf,"""Head of the Gulf""",Not specified,not specified,F,"E. Davies; V.M. Coppleson, p.133",1946.00.00.a-Arabwoman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.00.00.a-Arabwoman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.00.00.a-Arabwoman.pdf,1946.00.00.a,1946.00.00.a,1689.0,No
1945.09.23,September,1945,Unprovoked,Hong Kong,Not specified,Tweed Beach,Bathing,M,"Argus, 9/25/1946, p.20; V.M. Coppleson (1962), p.247",1945.09.23-Jackson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.09.23-Jackson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.09.23-Jackson.pdf,1945.09.23,1945.09.23,1688.0,Yes
1945.09.19,September,1945,Sea Disaster,Okinawa,Not specified,Not specified,Americanminesweeperussymsfounderedinatyphoonswimming,M,"Mid-Pacific Stars & Stripes, 10/22/1945",1945.09.19-Bemis.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.09.19-Bemis.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.09.19-Bemis.pdf,1945.09.19,1945.09.19,1687.0,No
1945.09.16,September,1945,Sea Disaster,Japan,Ryukyu,Not specified,Americanminesweeperussymslostinatyphoonswimming,M,"Daily Courier, 10/26/1945",1945.09.16-sailor-USS-YMS-350.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.09.16-sailor-USS-YMS-350.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.09.16-sailor-USS-YMS-350.pdf,1945.09.16,1945.09.16,1686.0,Yes
1945.09.06,September,1945,Unprovoked,Iran,Shatt-al-Arab River,Bashamir,Swimming,M,"A. Anderson, M.D. / Lt. Col. R.S. Hunt, Royal Army Medical Corp, p.84",1945.09.06-Hamid.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.09.06-Hamid.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.09.06-Hamid.pdf,1945.09.06,1945.09.06,1685.0,No
1945.08.19,August,1945,Unprovoked,Iran Iraq,Shatt-al-Arab River,Vicinity of Abadan,not specified,M,"A. Anderson, M.D. / Lt. Col. R.S. Hunt, Royal Army Medical Corp, p.84",1945.08.19-Karmi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.08.19-Karmi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.08.19-Karmi.pdf,1945.08.19,1945.08.19,1684.0,No
1945.08.06,August,1945,Unprovoked,Usa,North Carolina,Ocracoke,not specified,No specified,"F. Schwartz, p.23",1945.08.06-Kuenzler.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.08.06-Kuenzler.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.08.06-Kuenzler.pdf,1945.08.06,1945.08.06,1683.0,Yes
1945.07.30,July,1945,Sea Disaster,Philippines,In transit between Tinian and Leyte,200 miles Leyte,not specified,No specified,"All the Drowned Sailors, by R. B. Lech ; M. Levine, GSAF",1945.07.30-USS Indianapolis.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.07.30-USS Indianapolis.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.07.30 - USS Indianapolis.pdf,1945.07.30,1945.07.30,1682.0,Yes
1945.07.00,July,1945,Sea Disaster,Java,Northern Java,Off Cheribon,not specified,No specified,G. Duncan,1945.07.00-CheribonAtrocity.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.07.00-CheribonAtrocity.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.07.00-CheribonAtrocity.pdf,1945.07.00,1945.07.00,1681.0,Yes
1945.06.15,June,1945,Unprovoked,Australia,Queensland,"Trinity Beach, Cairns",Swimming,M,"Cairns Post, 6/19/1945",1945.06.15-McHugh.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.06.15-McHugh.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.06.15-McHugh.pdf,1945.06.15,1945.06.15,1680.0,Yes
1945.05.08,May,1945,Unprovoked,Usa,North Carolina,"Ocracoke Inlet, Carteret County",Swimming,M,D. Batterson (Former Navy Hospital Corpsman),1945.05.08-Kuenzler.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.05.08-Kuenzler.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.05.08-Kuenzler.pdf,1945.05.08,1945.05.08,1679.0,Yes
1945.03.06,March,1945,Unprovoked,South Africa,KwaZulu-Natal,Scottburgh,Walking,M,"D. Drummond, M. Levine, GSAF",1945.03.06-Drummond.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.03.06-Drummond.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.03.06-Drummond.pdf,1945.03.06,1945.03.06,1678.0,No
1945.02.05,February,1945,Unprovoked,Israel,Tel Aviv,Not specified,Swimming,M,"NY Times, 2/6/1945, p.3; V.M. Coppleson (1958); C. Moore, GSAF",1945.02.05-Constable-TelAviv.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.02.05-Constable-TelAviv.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.02.05-Constable-TelAviv.pdf,1945.02.05,1945.02.05,1677.0,No
1945.00.00.d,no record,1945,Unprovoked,Jamaica,Not specified,Not specified,Diving,M,"The Gleaner, 4/29/1946",1945.00.00.d-Stewart.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.00.00.d-Stewart.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.00.00.d-Stewart.pdf,1945.00.00.d,1945.00.00.d,1676.0,No
1945.00.00.c,no record,1945,Unprovoked,Cuba,Havana Province,Cojimar,Playing,M,"F. Poli, pp.18-19",1945.00.00.c-Cuba.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.00.00.c-Cuba.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.00.00.c-Cuba.pdf,1945.00.00.c,1945.00.00.c,1675.0,Yes
1945.00.00.b,no record,1945,Unprovoked,Panama,Colon Province,"Mouth of Rio Dudio, 50 miles west of the city of Colon",Bathing,F,A. Wetmore,1945.00.00.b-Asista.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.00.00.b-Asista.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.00.00.b-Asista.pdf,1945.00.00.b,1945.00.00.b,1674.0,No
1945.00.00.a,no record,1945,Unprovoked,Iraq,Basrah,Shatt-al Arab River,Swimming,M,B.W. Coad & L.A.J. Al-Hassan,1945.00.00.a-Shatt-al-Arab.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.00.00.a-Shatt-al-Arab.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.00.00.a-Shatt-al-Arab.pdf,1945.00.00.a,1945.00.00.a,1673.0,No
1944.12.18,December,1944,Sea Disaster,Philippines,300 miles east of Luzon,USS Hull DD-350 was one of 3 destroyers that capsized in Typhoon Cobra,Swimming,M,"TIME, 1/22/1945",1944.12.18-Nagurney.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.12.18-Nagurney.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.12.18-Nagurney.pdf,1944.12.18,1944.12.18,1672.0,No
1944.12.02,December,1944,Provoked,Usa,Florida,3 miles north of the inlet at Palm Beach,Fishing,No specified,"New York Times, 12/3/1944, III, p.2, col.7",1944.12.02-skiff-Moree.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.12.02-skiff-Moree.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.12.02-skiff-Moree.pdf,1944.12.02,1944.12.02,1671.0,No
1944.11.08,November,1944,Sea Disaster,Sierra Leone,Western Area,Freetown,not specified,M,Royal Navy Casualties,1944.11.08-Meaden.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.11.08-Meaden.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.11.08-Meaden.pdf,1944.11.08,1944.11.08,1670.0,Yes
1944.11.01,November,1944,Invalid,Australia,Queensland,Maroochydore Beach,Swimming,M,"The Canberra Times, 11/7/1944",1944.11.01-AmericanSailor.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.11.01-AmericanSailor.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.11.01-AmericanSailor.pdf,1944.11.01,1944.11.01,1669.0,not specified
1944.10.26.b,October,1944,Sea Disaster,Philippines,Not specified,Not specified,Ussgambierbaycveshelledsunkathonbyjapanesfleetenroutetoattackthealliedlanding,M,USS Gambier Bay archives,1944.10.26.b-Heinl.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.10.26.b-Heinl.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.10.26.b-Heinl.pdf,1944.10.26.b,1944.10.26.b,1668.0,Yes
1944.10.26.a,October,1944,Sea Disaster,Philippines,Bernardino Strait near Gulf of Leyte,Not specified,not specified,M,"Glenn Hatch Parkin, gunner ",1944.10.26.a-2men-incomplete.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.10.26.a-2men-incomplete.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.10.26.a-2men-incomplete.pdf,1944.10.26.a,1944.10.26.a,1667.0,Yes
1944.10.25.b,October,1944,Sea Disaster,Philippines,Off Samar Island in the Gulf of Leyte,Not specified,Ussjohnstonddsunkoninthebattleoffsamaracrewmenwereswimming,M,"Abiline Reporter News, 12/29/1944",1944.10.25.b-Carter.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.10.25.b-Carter.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.10.25.b-Carter.pdf,1944.10.25.b,1944.10.25.b,1666.0,Yes
1944.10.25.a,October,1944,Unprovoked,Philippines,Not specified,Off Cape Engano,not specified,M,"G.A. Llano in Airmen Against the Sea, p.66",1944.10.25.a-Ensign.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.10.25.a-Ensign.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.10.25.a-Ensign.pdf,1944.10.25.a,1944.10.25.a,1665.0,No
1944.10.24,October,1944,Sea Disaster,Not specified,Not specified,225 miles east of Hong Kong,not specified,M,internet (multiple),1944.10.24-ArisanMaru.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.10.24-ArisanMaru.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.10.24-ArisanMaru.pdf,1944.10.24,1944.10.24,1664.0,Yes
1944.10.23.R,October,1944,Something in a boat activitie,Australia,Queensland,Tewantin,Fishing,No specified,"G.P. Whitley (1951), p.193",1944.10.23.R-Tewantin-dinghy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.10.23.R-Tewantin-dinghy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.10.23.R-Tewantin-dinghy.pdf,1944.10.23.R,1944.10.23.R,1663.0,No
1944.09.03,September,1944,Unprovoked,Usa,Maryland,North Beach,Swimming,M,"Washington Post, 9/4/1944",1944.09.03-PhilipStanton.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.09.03-PhilipStanton.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.09.03-PhilipStanton.pdf,1944.09.03,1944.09.03,1662.0,No
1944.09.00,September,1944,Unprovoked,Not specified,Not specified,Not specified,not specified,M,"E. Buleman, NMRI",1944.09.00-sailor.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.09.00-sailor.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.09.00-sailor.pdf,1944.09.00,1944.09.00,1661.0,Yes
1944.08.20,August,1944,Unprovoked,South Africa,KwaZulu-Natal,Margate,Swimming,M,"T. Blake, M. Levine, GSAF",1944.08.20-Nissen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.08.20-Nissen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.08.20-Nissen.pdf,1944.08.20,1944.08.20,1660.0,Yes
1944.07.22,July,1944,Unprovoked,South Africa,Western Cape Province,Hartenbos,Swimming,M,"M. Levine, GSAF",1944.07.22-Schmidt.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.07.22-Schmidt.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.07.22-Schmidt.pdf,1944.07.22,1944.07.22,1659.0,Yes
1944.06.23,June,1944,Invalid,Not specified,Not specified,Aircraft went down on 6/12/1944. He survived on raft for 11 days and was 150 miles off Guam when rescued,not specified,M,USS Boyd archive,1944.06.23-Boyd-Rescue-incomplete.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.06.23-Boyd-Rescue-incomplete.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.06.23-Boyd-Rescue-incomplete.pdf,1944.06.23,1944.06.23,1658.0,not specified
1944.05.31,May,1944,Unprovoked,Usa,Florida,"Atlantic Beach, Mayport,  Duval County",Bathing,F,"H.W. Bigelow & C.W. Schroeder (1948) pp.70 & 368; V.M. Coppleson (1958) ; Randall, p.353 in Sharks & Survival; T. Helm, p.227",1944.05.31-Shands.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.05.31-Shands.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.05.31-Shands.pdf,1944.05.31,1944.05.31,1657.0,No
1944.05.24.R,May,1944,Unprovoked,Samoa,Not specified,Not specified,not specified,No specified,"St. Petersburg Times, 5/24/1943",1944.05.24.R-Seabee.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.05.24.R-Seabee.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.05.24.R-Seabee.pdf,1944.05.24.R,1944.05.24.R,1656.0,No
1944.05.04,May,1944,Unprovoked,Panama,Caribbean Sea,Not specified,not specified,M,"Star & Herald (Panama), 5/17/1944; V.M. Coppleson (1958), p.6;  V.M. Coppleson (1962), p.258;",1944.05.04.a-seaman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.05.04.a-seaman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.05.04.a-seaman.pdf,1944.05.04,1944.05.04,1655.0,Yes
1944.04.00,April,1944,Unprovoked,Nicaragua,Lake Nicaragua (fresh water),Not specified,not specified,No specified,V.M. Coppleson (1958),1944.04.00-LakeNicaragua.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.04.00-LakeNicaragua.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.04.00-LakeNicaragua.pdf,1944.04.00,1944.04.00,1654.0,Yes
1944.03.26.b,March,1944,Unprovoked,South Africa,KwaZulu-Natal,"Country Club Beach, Durban",Treading,M,"G. Botha, M. Levine, GSAF",1944.03.26.b-Botha.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.03.26.b-Botha.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.03.26.b-Botha.pdf,1944.03.26.b,1944.03.26.b,1653.0,No
1944.03.26.a,March,1944,Unprovoked,South Africa,KwaZulu-Natal,"North Beach, Durban",Standing,M,"G. Botha, M. Levine, GSAF ",1944.03.26.a-Best.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.03.26.a-Best.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.03.26.a-Best.pdf,1944.03.26.a,1944.03.26.a,1652.0,Yes
1944.03.14,March,1944,Unprovoked,South Africa,KwaZulu-Natal,"Country Club Beach, Durban",Treading,M,"R.D. Field, M. Levine, GSAF ",1944.03.14-Field.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.03.14-Field.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.03.14-Field.pdf,1944.03.14,1944.03.14,1651.0,No
1944.02.27,February,1944,Unprovoked,South Africa,Western Cape Province,False Bay,Treading,M,"L. Green; M. Levine, GSAF",1944.02.27-LeBlanc.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.02.27-LeBlanc.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1944.02.27-LeBlanc.pdf,1944.02.27,1944.02.27,1650.0,No
